Identifier,Polymer EntityData,,,
Entry ID,Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"4TUH","A",1064,100
,"B",1265,95
,"C",1137,90
,"D",588,70
,"E",549,50
,"F",572,30
,"G"
,"H"
"4U76","A",4369,100
,,1218,95
,,1245,90
,,1327,70
,,1322,50
,,1339,30
"4U75","A",4369,100
,,1218,95
,,1245,90
,,1327,70
,,1322,50
,,1339,30
"4U6R","A",24735,100
,,2157,95
,,1936,90
,,1955,70
,,1920,50
,,1967,30
"4TV1","A",118,100
,,95,95
,,99,90
,,109,70
,,110,50
,,144,30
,"B",118,100
,,95,95
,,99,90
,,109,70
,,110,50
,,144,30
,"C",1729,100
,"D",2122,95
,,2163,90
,,2264,70
,,2186,50
,,2173,30
"4U71","A",4369,100
,,1218,95
,,1245,90
,,1327,70
,,1322,50
,,1339,30
"4U6O","A",18791,100
,"B",3310,95
,,1609,90
,,1610,70
,,1603,50
,,1304,30
"4TUN","A",2,100
,"B",3,95
,,4,90
,,7,70
,,4,50
,,7,30
"4TSY","A",3134,100
,"B",3157,95
,"C",2563,90
,"D",2640,70
,,1964,50
,,1971,30
"4U4X","A",3009,100
,"B",188,95
,,182,90
,,205,70
,,241,50
,,262,30
"4TT9","A",48754,100
,"B",35351,95
,"C",33979,90
,"D",56408,70
,,27258,50
,,22896,30
"4TSX","A",46532,100
,,8388,95
,,8886,90
,,215,70
,,243,50
,,264,30
"4TT7","A",1242,100
,,631,95
,,685,90
,,768,70
,,778,50
,,792,30
"4TT6","A",52849,100
,,421,95
,,444,90
,,449,70
,,435,50
,,460,30
"4TT5","A",5098,100
,,4629,95
,,5086,90
,,4592,70
,,3907,50
,,81,30
"4U5D","A",28346,100
,"B",802,95
,"C",853,90
,"D",868,70
,,862,50
,,579,30
,"E",5729,100
,"F",6910,95
,,6960,90
,,7144,70
,,7051,50
,,6141,30
"4TTC","A",25556,100
,"B",20037,95
,"C",18030,90
,"D",5855,70
,"E",5814,50
,"F",5575,30
"4U5C","A",28346,100
,"B",802,95
,"C",853,90
,"D",868,70
,,862,50
,,579,30
,"E",5729,100
,"F",6910,95
,,6960,90
,,7144,70
,,7051,50
,,6141,30
"4TTB","A",25556,100
,"B",20037,95
,,18030,90
,,5855,70
,,5814,50
,,5575,30
"4U5B","A",83679,100
,"B",802,95
,"C",853,90
,"D",868,70
,,862,50
,,579,30
,"E",5729,100
,"F",6910,95
,,6960,90
,,7144,70
,,7051,50
,,6141,30
"4TTA","A",19779,100
,"B",1278,95
,"C",1299,90
,"D",1269,70
,"E",598,50
,"F",423,30
"4TTJ","A",19779,100
,"B",1278,95
,"C",1299,90
,,1269,70
,,598,50
,,423,30
"4TTI","A",19779,100
,"B",1278,95
,"C",1299,90
,"D",1269,70
,"E",598,50
,"F",423,30
"4U5F","A",103314,100
,"B",802,95
,"C",853,90
,"D",868,70
,,862,50
,,579,30
,"E",5729,100
,"F",6910,95
,,6960,90
,,7144,70
,,7051,50
,,6141,30
"4TTE","A",493,100
,,421,95
,,444,90
,,449,70
,,435,50
,,460,30
"4U5E","A",67766,100
,"B",802,95
,"C",853,90
,"D",868,70
,,862,50
,,579,30
,"E",5729,100
,"F",6910,95
,,6960,90
,,7144,70
,,7051,50
,,6141,30
"4TTT","A",3806,100
,,4594,95
,,4442,90
,,3342,70
,,1311,50
,,444,30
,"B",4777,100
,,4595,95
,,4443,90
,,1703,70
,,1618,50
,,1669,30
"4TU4","A",493,100
,,421,95
,,444,90
,,449,70
,,435,50
,,460,30
"4TTR","A",18143,100
,,21297,95
,,19130,90
,,18903,70
,,15988,50
,,2948,30
"4U63","A",58541,100
,,55546,95
,,73749,90
,,37159,70
,,47411,50
,,2845,30
"4U5R","A",41151,100
,"B",32749,95
,"C",26916,90
,,23807,70
,,26983,50
,,22853,30
"4U62","A",13665,100
,"B",7834,95
,"C",9266,90
,"D",8455,70
,"E",741,50
,"F",685,30
,"G"
,"H"
,"I"
,"J"
"4TTQ","A",18143,100
,,21297,95
,,19130,90
,,18903,70
,,15988,50
,,2948,30
"4TU1","A",26827,100
,"B",6056,95
,"C",6020,90
,"D",5450,70
,,623,50
,,559,30
"4U5P","A",100168,100
