Identifier,Polymer EntityData,,,
Entry ID,Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"6FAE","A",49162,100
,,50675,95
,,52773,90
,,8562,70
,,7625,50
,,7139,30
,"B",49163,100
,,50676,95
,,52774,90
,,1803,70
,,1058,50
,,953,30
"1Y5M","A",10331,100
,"B",7660,95
,,7396,90
,,908,70
,,912,50
,,935,30
"6FAP","A",6365,100
,"B",7551,95
,"C",7711,90
,"D",6886,70
,,4664,50
,,4171,30
"6FAQ","A",5018,100
,"B",6025,95
,,6587,90
,,5843,70
,,5414,50
,,5625,30
"6FAN","A",66975,100
,"B",45414,95
,"C",43155,90
,"D",33749,70
,"E",36625,50
,"F",34446,30
"6FAO","A",101405,100
,,39523,95
,,72714,90
,,55914,70
,,5584,50
,,3787,30
"1Y5A","A",11735,100
,,10,95
,,12,90
,,14,70
,,32,50
,,4,30
"1Y5B","A",11735,100
,,10,95
,,12,90
,,14,70
,,32,50
,,4,30
"6FAM","A",1720,100
,,1570,95
,,1634,90
,,1684,70
,,1446,50
,,1165,30
"6FAJ","A",1067,100
,"B",1068,95
,,1108,90
,,981,70
,,488,50
,,477,30
"6FAK","A",20540,100
,,16513,95
,,21193,90
,,18572,70
,,17688,50
,,275,30
"1XRV","A",10980,100
,,950,95
,,1002,90
,,879,70
,,466,50
,,375,30
"1Y43","A",32667,100
,,32404,95
,,23515,90
,,21478,70
,,20405,50
,,18485,30
,"B",32668,100
,,32405,95
,,23516,90
,,21479,70
,,20406,50
,,18486,30
"1Y44","A",25704,100
,"B",21435,95
,,17282,90
,,19512,70
,,14276,50
,,10508,30
"1Y4H","A",109515,100
,"B",30547,95
,,22692,90
,,24999,70
,,19653,50
,,11893,30
,"C",19130,100
,"D",13157,95
,,13529,90
,,12780,70
,,12085,50
,,10709,30
"1XSI","A",9117,100
,"B",9538,95
,"C",9396,90
,"D",9886,70
,"E",8937,50
,"F",8386,30
"1Y4I","A",89941,100
,,2685,95
,,2780,90
,,2774,70
,,736,50
,,376,30
"1Y4J","A",62268,100
,"B",60723,95
,,46681,90
,,36985,70
,,27982,50
,,1511,30
"1XSJ","A",9117,100
,"B",9538,95
,"C",9396,90
,"D",9886,70
,"E",8937,50
,"F",8386,30
"1Y4K","A",49041,100
,,2092,95
,,2096,90
,,1434,70
,,1372,50
,,1414,30
"1XSK","A",9117,100
,"B",9538,95
,"C",9396,90
,"D",9886,70
,"E",8937,50
,"F",8386,30
"6FA0","A",2,100
,,3,95
,,4,90
,,7,70
,,4,50
,,7,30
"1Y2U","A",10287,100
,"B",9582,95
,,9989,90
,,10231,70
,,2230,50
,,2216,30
"1XR8","A",4499,100
,,234,95
,,117,90
,,5,70
,,6,50
,,10,30
,"B",1,100
,,1,95
,,2,90
,,3,70
,,3,50
,,6,30
,"C"
"1Y2W","A",10287,100
,"B",9582,95
,,9989,90
,,10231,70
,,2230,50
,,2216,30
"1Y38","A",481,100
,"B",546,95
,,576,90
,,594,70
,,242,50
,,155,30
"1XR9","A",4499,100
,,234,95
,,117,90
,,5,70
,,6,50
,,10,30
,"B",1,100
,,1,95
,,2,90
,,3,70
,,3,50
,,6,30
,"C"
"1Y2X","A",10287,100
,"B",9582,95
,"C",9989,90
,"D",10231,70
,,2230,50
,,2216,30
"1Y2K","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1Y30","A",10143,100
,"B",10250,95
,,11444,90
,,10546,70
,,10224,50
,,9056,30
"1XR2","A",15252,100
,"B",8881,95
,,7965,90
,,7710,70
,,7332,50
,,1806,30
"1XRF","A",6989,100
,,7716,95
,,6833,90
,,6580,70
,,6223,50
,,6103,30
"1Y3I","A",21483,100
,"B",13078,95
,,13092,90
,,11952,70
,,10689,50
,,11638,30
"1XRI","A",37135,100
,"B",27487,95
,,29006,90
,,21860,70
,,20642,50
,,17691,30
"1XRK","A",48881,100
,"B",21391,95
,,18826,90
,,16984,70
,,8841,50
,,8098,30
"1XRA","A",2314,100
,,2815,95
,,2717,90
,,2840,70
,,488,50
,,477,30
"1XRB","A",2314,100
,,2815,95
,,2717,90
,,2840,70
,,488,50
,,477,30
"1XRC","A",2314,100
,,2815,95
,,2717,90
,,2840,70
,,488,50
,,477,30
"1Y1R","A",1515,100
,"B",982,95
,"C",928,90
,"D",593,70
,"E",581,50
,"F",597,30
"1XQ4","A",71271,100
,"B",56217,95
,"C",73436,90
,"D",41900,70
,,27309,50
,,18085,30
"1Y1S","A",1515,100
,"B",982,95
,"C",928,90
,"D",593,70
,"E",581,50
,"F",597,30
"1Y25","A",47529,100
,"B",22417,95
,,24009,90
,,25011,70
,,4428,50
,,3157,30
"1Y1T","A",1515,100
,"B",982,95
,,928,90
,,593,70
,,581,50
,,597,30
"1Y1X","A",110536,100
,"B",73361,95
,,65029,90
,,42961,70
,,52996,50
,,43143,30
"1Y1J","A",5604,100
,,3437,95
,,3414,90
,,3498,70
,,1722,50
,,1511,30
"1XPK","A",36825,100
,"B",9001,95
,"D",9147,90
,,8524,70
,,3373,50
,,1914,30
,"C",36825,100
,,9001,95
,,9147,90
,,8524,70
,,3373,50
,,1914,30
"1XPL","A",35276,100
,"B",9001,95
,"C",9147,90
,"D",8524,70
,,3373,50
,,1914,30
"1XPM","A",35276,100
,"B",9001,95
,"C",9147,90
,"D",8524,70
,,3373,50
,,1914,30
"1Y1O","A",94388,100
,"B",27184,95
,"C",33497,90
,"D",26122,70
,,10053,50
,,8413,30
"1Y1P","A",14740,100
,"B",18483,95
,,19064,90
,,16120,70
,,13279,50
,,11733,30
"1Y21","A",10203,100
,,5093,95
,,5327,90
,,4966,70
,,4781,50
,,4708,30
"1Y1Q","A",1515,100
,"B",982,95
,"C",928,90
,"D",593,70
,"E",581,50
,"F",597,30
"1Y2C","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1Y2D","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1XQE","A",4455,100
,,2074,95
,,2103,90
,,2087,70
,,2149,50
,,1774,30
"1Y2E","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1XQF","A",4455,100
,,2074,95
,,2103,90
,,2087,70
,,2149,50
,,1774,30
"1XQI","A",92519,100
,"B",49371,95
,"C",47747,90
,,41298,70
,,54479,50
,,42331,30
"1Y2B","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1XOQ","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1XP3","A",85014,100
,,66064,95
,,67976,90
,,22986,70
,,26392,50
,,19777,30
"1XOS","A",1831,100
,,1860,95
,,1854,90
,,308,70
,,320,50
,,146,30
"1XP4","A",42200,100
,"B",63648,95
,"C",59814,90
,"D",34180,70
,,32958,50
,,38038,30
"1Y0U","A",86675,100
,"B",69685,95
,,37218,90
,,38721,70
,,37935,50
,,38873,30
"1XOV","A",105704,100
,,49837,95
,,40960,90
,,62563,70
,,37704,50
,,38564,30
"1XOM","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1XON","A",1062,100
,"B",1524,95
,,1591,90
,,308,70
,,320,50
,,146,30
"1Y0N","A",57446,100
,,43383,95
,,63573,90
,,39029,70
,,38651,50
,,32584,30
"1Y11","A",31171,100
,,24498,95
,,31460,90
,,21779,70
,,21837,50
,,19244,30
"1XPB","A",6993,100
,,477,95
,,465,90
,,316,70
,,137,50
,,61,30
"1Y1E","A",5604,100
,,3437,95
,,3414,90
,,3498,70
,,1722,50
,,1511,30
"1Y1F","A",5604,100
,,3437,95
,,3414,90
,,3498,70
,,1722,50
,,1511,30
"1Y1G","A",5604,100
,,3437,95
,,3414,90
,,3498,70
,,1722,50
,,1511,30
"1XPG","A",15252,100
,"B",8881,95
,,7965,90
,,7710,70
,,7332,50
,,1806,30
"1Y1H","A",5604,100
,,3437,95
,,3414,90
,,3498,70
,,1722,50
,,1511,30
"1Y1I","A",5604,100
,,3437,95
,,3414,90
,,3498,70
,,1722,50
,,1511,30
"1Y0Z","A",38245,100
,"B",29620,95
,,25319,90
,,22174,70
,,21657,50
,,16552,30
"6EZS","A",16115,100
,"B",12442,95
,,12497,90
,,12277,70
,,12569,50
,,10523,30
"6EZP","A",1600,100
,,1528,95
,,1507,90
,,1431,70
,,225,50
,,194,30
"6EZN","A",15108,100
,,21746,95
,,17871,90
,,17716,70
,,17393,50
,,13540,30
,"B",15109,100
,,21747,95
,,17872,90
,,17717,70
,,17394,50
,,13541,30
,"C",34318,100
,,25724,95
,,32234,90
,,21427,70
,,20685,50
,,22367,30
,"D",10866,100
,,15316,95
,,13140,90
,,12995,70
,,12887,50
,,10437,30
,"E",15110,100
,,21748,95
,,17873,90
,,17718,70
,,17395,50
,,13542,30
,"F",15111,100
,,21749,95
,,17874,90
,,17719,70
,,6952,50
,,6016,30
,"G",15112,100
,,21750,95
,,17875,90
,,17720,70
,,17396,50
,,13543,30
,"H",15113,100
,,21751,95
,,17876,90
,,17721,70
,,17397,50
,,13544,30
"1Y08","A",86738,100
,,18939,95
,,16286,90
,,17430,70
,,16223,50
,,14374,30
"6EZZ","A",88892,100
,"B",2460,95
,,2429,90
,,2517,70
,,2411,50
,,2533,30
"6EZY","A",18097,100
,"B",16410,95
,,18485,90
,,15349,70
,,12081,50
,,1789,30
"1XNK","A",30976,100
,"B",30762,95
,,26009,90
,,28881,70
,,439,50
,,373,30
"6EZV","A",19593,100
,,16839,95
,,21188,90
,,16246,70
,,14561,50
,,14816,30
"1XOD","A",66264,100
,"B",32520,95
,,28853,90
,,8990,70
,,12045,50
,,8416,30
"1XOE","A",989,100
,,710,95
,,500,90
,,526,70
,,523,50
,,486,30
"1Y0E","A",64302,100
,"B",9934,95
,,10819,90
,,9668,70
,,4097,50
,,3698,30
"1XOG","A",989,100
,,710,95
,,500,90
,,526,70
,,523,50
,,486,30
"1Y0H","A",102006,100
,"B",69273,95
,,55654,90
,,35064,70
,,42526,50
,,18448,30
"6EZ2","A",2238,100
,"B",498,95
,,511,90
,,548,70
,,86,50
,,67,30
"1XN1","A",29713,100
,"B",16169,95
,"C",15493,90
,"D",17199,70
,"E",8942,50
,"F",8427,30
,"G"
,"H"
,"I"
,"J"
"6EZ3","A",66916,100
,"B",60201,95
,"C",43125,90
,"D",60984,70
,"E",29606,50
,"F",10707,30
"6EYO","A",6427,100
,"B",4305,95
,,4313,90
,,4294,70
,,4206,50
,,4067,30
,"C",22871,100
,"D",24657,95
,,22088,90
,,1,70
,,1,50
,,1,30
,"E",22872,100
,"F",9863,95
,,1,90
,,2,70
,,1,50
,,1,30
"6EYP","A",1782,100
,"B",2158,95
,"C",2171,90
,"D",593,70
,"E",581,50
,"F",597,30
"6EZ1","A",5018,100
,"B",6025,95
,,6587,90
,,5843,70
,,5414,50
,,5625,30
"6EYN","A",22872,100
,"C",9863,95
,"E",1,90
,,2,70
,,1,50
,,1,30
,"B",22871,100
,"D",24657,95
,"F",22088,90
,,1,70
,,1,50
,,1,30
"6EYK","A",9897,100
,,11361,95
,,9574,90
,,9280,70
,,9670,50
,,9238,30
"6EZ9","A",7821,100
,,456,95
,,486,90
,,488,70
,,485,50
,,503,30
"1XML","A",94155,100
,"B",7285,95
,,7521,90
,,6000,70
,,5844,50
,,5416,30
"1XMM","A",11015,100
,"B",7285,95
,"C",7521,90
,"D",6000,70
,,5844,50
,,5416,30
"1XMN","A",10,100
,"C",23,95
,"E",24,90
,"G",107,70
,,121,50
,,139,30
,"B",54,100
,"D",20,95
,"F",23,90
,"H",26,70
,,52,50
,,4,30
"6EZB","A",47915,100
,,10718,95
,,10809,90
,,9955,70
,,9606,50
,,9289,30
"6EZC","A",56645,100
,,10718,95
,,10809,90
,,9955,70
,,9606,50
,,9289,30
"1XNB","A",13256,100
,,1766,95
,,1596,90
,,1536,70
,,1536,50
,,373,30
"6EZA","A",51640,100
,"B",10718,95
,,10809,90
,,9955,70
,,9606,50
,,9289,30
"1XNF","A",9114,100
,"B",10441,95
,,10288,90
,,10063,70
,,8541,50
,,8334,30
"1XMX","A",105199,100
,,48161,95
,,60086,90
,,59286,70
,,34222,50
,,38393,30
"6EZH","A",242,100
,"B",296,95
,,314,90
,,340,70
,,86,50
,,67,30
"6EZI","A",15842,100
,,12779,95
,,14688,90
,,8918,70
,,10057,50
,,301,30
,"B",47039,100
,,58951,95
,,59738,90
,,59212,70
,,34713,50
,,25879,30
