Identifier,Polymer EntityData,,,
Entry ID,Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"7MN5","A",14985,100
,,18107,95
,,20349,90
,,17395,70
,,16196,50
,,13994,30
,"B",14986,100
,,18108,95
,,20350,90
,,17396,70
,,16197,50
,,13995,30
,"C",42735,100
,,19861,95
,,20368,90
,,19475,70
,,17744,50
,,15389,30
"7MN8","B",14986,100
,,18108,95
,,20350,90
,,17396,70
,,16197,50
,,13995,30
,"E",2933,100
,,1162,95
,,6,90
,,1,70
,,1,50
,,1,30
,"A",14985,100
,,18107,95
,,20349,90
,,17395,70
,,16196,50
,,13994,30
,"C",25141,100
,,19861,95
,,20368,90
,,19475,70
,,17744,50
,,15389,30
,"D",9928,100
,,11,95
,,1,90
,,2,70
,,1,50
,,1,30
"7MMV","A",4318,100
,"B",4336,95
,,4515,90
,,3593,70
,,1657,50
,,1694,30
"7MN7","A",23156,100
,,116,95
,,124,90
,,138,70
,,148,50
,,80,30
"7MMQ","A",4318,100
,"B",4336,95
,"C",4515,90
,"D",3593,70
,,1657,50
,,1694,30
,"E",12258,100
,"F",10166,95
,"G",10021,90
,"H",9838,70
,,9498,50
,,8399,30
"7MMP","A",4318,100
,"B",4336,95
,"C",4515,90
,"D",3593,70
,,1657,50
,,1694,30
,"E",12258,100
,"F",10166,95
,"G",10021,90
,"H",9838,70
,,9498,50
,,8399,30
"7MMS","A",4318,100
,"B",4336,95
,"C",4515,90
,"D",3593,70
,,1657,50
,,1694,30
,"E",12258,100
,"F",10166,95
,"G",10021,90
,"H",9838,70
,,9498,50
,,8399,30
"3AAM","A",103428,100
,,53418,95
,,52107,90
,,31166,70
,,28893,50
,,4470,30
"7MMR","A",4318,100
,"B",4336,95
,"C",4515,90
,"D",3593,70
,,1657,50
,,1694,30
,"E",12258,100
,"F",10166,95
,"G",10021,90
,"H",9838,70
,,9498,50
,,8399,30
"7MKZ","A",23156,100
,,116,95
,,124,90
,,138,70
,,148,50
,,80,30
"7ML8","A",1655,100
,,434,95
,,294,90
,,318,70
,,327,50
,,349,30
"7ML9","A",60084,100
,,38586,95
,,45775,90
,,58122,70
,,33707,50
,,30298,30
"7MLC","A",12331,100
,,14544,95
,,14410,90
,,13607,70
,,3255,50
,,3371,30
"7MLE","A",3885,100
,,799,95
,,17,90
