Identifier,Polymer EntityData,,,
Entry ID,Asym ID,Sequence Cluster  ID,Sequence Cluster Identity Threshold,
"4D4I","A",10037,100
,,9991,95
,,10677,90
,,10678,70
,,9128,50
,,916,30
"4CSI","A",44411,100
,"B",73168,95
,,43847,90
,,28003,70
,,534,50
,,461,30
"4CSH","A",32603,100
,"B",17344,95
,"C",19365,90
,"D",15037,70
,,14577,50
,,15269,30
"4D4H","A",10037,100
,,9991,95
,,10677,90
,,10678,70
,,9128,50
,,916,30
"4D4G","A",10037,100
,,9991,95
,,10677,90
,,10678,70
,,9128,50
,,916,30
"4D4F","A",97673,100
,"B",9922,95
,"C",11030,90
,"D",9188,70
,"E",10166,50
,"F",8547,30
"4D4E","A",107693,100
,"B",31704,95
,,8307,90
,,8072,70
,,4239,50
,,4170,30
"4CT5","A",21545,100
,"B",19988,95
,,15955,90
,,16226,70
,,7859,50
,,1089,30
"4D4T","A",24852,100
,,13313,95
,,13877,90
,,11842,70
,,11616,50
,,8669,30
"4D55","A",2608,100
,,958,95
,,998,90
,,1054,70
,,842,50
,,5,30
"4CSS","A",686,100
,,690,95
,,740,90
,,830,70
,,833,50
,,677,30
"4D4S","A",2608,100
,"B",958,95
,,998,90
,,1054,70
,,842,50
,,5,30
"4CT3","A",32603,100
,"B",17344,95
,"C",19365,90
,"D",15037,70
,,14577,50
,,15269,30
"4CSR","A",6684,100
,,6913,95
,,7368,90
,,2019,70
,,1923,50
,,1992,30
,"B",7172,100
,,8096,95
,,8687,90
,,7595,70
,,3963,50
,,3791,30
"4D4R","A",2608,100
,"B",958,95
,,998,90
,,1054,70
,,842,50
,,5,30
"4D52","A",3745,100
,,3863,95
,,4132,90
,,3174,70
,,3118,50
,,2188,30
,"B",3745,100
,"D",3863,95
,,4132,90
,,3174,70
,,3118,50
,,2188,30
,"C",3745,100
,,3863,95
,,4132,90
,,3174,70
,,3118,50
,,2188,30
"4D4P","A",30024,100
,"B",29399,95
,"C",31066,90
,"D",28447,70
,"E",20700,50
,"F",19061,30
"4D4O","A",30024,100
,"B",29399,95
,"C",31066,90
,,28447,70
,,20700,50
,,19061,30
"4D4M","A",12200,100
,,6525,95
,,6482,90
,,4064,70
,,3788,50
,,3747,30
"4D4Z","A",26906,100
,"B",28383,95
,,30121,90
,,24929,70
,,22880,50
,,21984,30
"4CSY","A",9897,100
,"B",11361,95
,,9574,90
,,9280,70
,,9670,50
,,9238,30
"4D4Y","A",2608,100
,"B",958,95
,,998,90
,,1054,70
,,842,50
,,5,30
"4CT9","A",10281,100
,"B",6682,95
,,6979,90
,,6988,70
,,6284,50
,,5336,30
"4CSW","A",33890,100
,"B",24772,95
,,29317,90
,,25982,70
,,22178,50
,,6180,30
"4CT8","A",10281,100
,"B",6682,95
,,6979,90
,,6988,70
,,6284,50
,,5336,30
"4D58","A",2608,100
,"B",958,95
,,998,90
,,1054,70
,,842,50
,,5,30
"4D57","A",10037,100
,,9991,95
,,10677,90
,,10678,70
,,9128,50
,,916,30
"4D4V","A",2608,100
,"B",958,95
,,998,90
,,1054,70
,,842,50
,,5,30
"4D4U","A",3745,100
,"B",3863,95
,,4132,90
,,3174,70
,,3118,50
,,2188,30
"4D56","A",10037,100
,,9991,95
,,10677,90
,,10678,70
,,9128,50
,,916,30
"4CTE","A",23437,100
,"B",34785,95
,,32640,90
,,23337,70
,,7760,50
,,1708,30
"4D5C","A",105106,100
,,65131,95
,,17807,90
,,17055,70
,,707,50
,,728,30
"4CTA","A",59915,100
,,6682,95
,,6979,90
,,6988,70
,,6284,50
,,5336,30
,"B",10281,100
,,6682,95
,,6979,90
,,6988,70
,,6284,50
,,5336,30
"4D5A","A",23089,100
,"B",22927,95
,,25187,90
,,28786,70
,,26180,50
,,17910,30
"4D3K","A",448,100
,"B",439,95
,,470,90
,,490,70
,,478,50
,,441,30
"4D3J","A",448,100
,,439,95
,,470,90
,,490,70
,,478,50
,,441,30
"4D3I","A",448,100
,,439,95
,,470,90
,,490,70
,,478,50
,,441,30
"4CRG","A",1541,100
,,384,95
,,404,90
,,414,70
,,364,50
,,4,30
"4CRF","A",1541,100
,,384,95
,,404,90
,,414,70
,,364,50
,,4,30
"4CRE","A",37142,100
,,384,95
,,404,90
,,414,70
,,364,50
,,4,30
"4CRD","A",1541,100
,,384,95
,,404,90
,,414,70
,,364,50
,,4,30
"4CS4","A",18838,100
,,845,95
,,911,90
,,964,70
,,959,50
,,888,30
"4CRS","A",111741,100
,,58798,95
,,37210,90
,,9016,70
,,9611,50
,,307,30
"4CS3","A",18838,100
,,845,95
,,911,90
,,964,70
,,959,50
,,888,30
"4D3R","A",60350,100
,,12852,95
,,13769,90
,,11973,70
,,12575,50
,,3055,30
"4CRQ","A",23437,100
,"B",34785,95
,,32640,90
,,23337,70
,,7760,50
,,1708,30
"4CS2","A",18838,100
,,845,95
,,911,90
,,964,70
,,959,50
,,888,30
"4D3Q","A",78544,100
,"B",12852,95
,,13769,90
,,11973,70
,,12575,50
,,3055,30
"4D3P","A",100578,100
,,12852,95
,,13769,90
,,11973,70
,,12575,50
,,3055,30
"4D3O","A",448,100
,,439,95
,,470,90
,,490,70
,,478,50
,,441,30
"4D40","A",24427,100
,"B",32666,95
,,21497,90
,,28299,70
,,18380,50
,,22819,30
"4D3N","A",448,100
,,439,95
,,470,90
,,490,70
,,478,50
,,441,30
"4D3M","A",448,100
,,439,95
,,470,90
,,490,70
,,478,50
,,441,30
"4D3L","A",16001,100
,"B",18331,95
,"C",18452,90
,,18230,70
,,14302,50
,,12872,30
"4D3Z","A",39570,100
,,27345,95
,,10071,90
,,8096,70
,,7544,50
,,2728,30
"4D3Y","A",39570,100
,,27345,95
,,10071,90
,,8096,70
,,7544,50
,,2728,30
"4D3X","A",45782,100
,,22423,95
,,47076,90
,,3788,70
,,3849,50
,,2850,30
"4CRW","A",12152,100
,,14215,95
,,12150,90
,,11504,70
,,11689,50
,,9643,30
,"B",104666,100
,,12278,95
,,14216,90
,,8102,70
,,8165,50
,,7502,30
"4D3W","A",15274,100
,,7706,95
,,7242,90
,,3797,70
,,3906,50
,,1434,30
"4CRV","A",9836,100
,,9812,95
,,10211,90
,,9422,70
,,9027,50
,,8756,30
,"B",6348,100
,,4715,95
,,4849,90
,,4564,70
,,4473,50
,,4461,30
"4D3V","A",7231,100
,,439,95
,,470,90
,,490,70
,,478,50
,,441,30
"4CRU","A",9836,100
,,9812,95
,,10211,90
